Ciudad,Subregion,Fecha,Categoria,Venta
Medellin,Centro,1/1/2023,Mantenimiento,2408.0
Medellin,Centro,1/25/2023,Mantenimiento,2306.0
Medellin,Centro,1/25/2023,Mantenimiento,1627.0
Medellin,Centro,1/13/2023,Marketing,2768.0
Medellin,Centro,1/3/2023,Marketing,2382.0
Medellin,Centro,1/6/2023,Marketing,2479.0
Medellin,Centro,1/27/2023,Marketing,1648.0
Medellin,Sur,1/5/2023,Tecnologia,2248.0
Medellin,Sur,1/19/2023,Tecnologia,2257.0
Medellin,Sur,1/12/2023,Tecnologia,1663.0
Medellin,Sur,1/15/2023,Tecnologia,2850.0
Medellin,Sur,1/22/2023,Servicios,2695.0
Medellin,Sur,1/24/2023,Servicios,2256.0
Medellin,Sur,1/20/2023,Servicios,2136.0
Medellin,Sur,1/17/2023,Servicios,1441.0
Medellin,Sur,1/20/2023,Mano de Obra,2291.0
Medellin,Sur,1/7/2023,Mano de Obra,2409.0
Medellin,Sur,1/3/2023,Mano de Obra,2136.0
Medellin,Sur,1/5/2023,Mano de Obra,2648.0
Medellin,Sur,1/24/2023,Logistica,2104.0
Medellin,Sur,1/27/2023,Logistica,1112.0
Medellin,Sur,1/2/2023,Logistica,1641.0
Medellin,Sur,1/28/2023,Logistica,2589.0
Medellin,Sur,1/23/2023,Mantenimiento,2759.0
Medellin,Sur,1/1/2023,Mantenimiento,1384.0
Medellin,Sur,1/19/2023,Mantenimiento,2661.0
Medellin,Sur,1/2/2023,Mantenimiento,2076.0
Medellin,Sur,1/12/2023,Marketing,1729.0
Medellin,Sur,1/6/2023,Marketing,2439.0
Medellin,Sur,1/23/2023,Marketing,1835.0
Medellin,Sur,1/23/2023,Marketing,1202.0
Cali,Norte,1/24/2023,Tecnologia,1122.0
Cali,Norte,1/17/2023,Tecnologia,1766.0
Cali,Norte,1/6/2023,Tecnologia,1279.0
Cali,Norte,1/5/2023,Tecnologia,1883.0
Cali,Norte,1/2/2023,Servicios,1197.0
Cali,Norte,1/22/2023,Servicios,2930.0
Cali,Norte,1/16/2023,Servicios,1143.0
Cali,Norte,1/1/2023,Servicios,2224.0
Cali,Norte,1/28/2023,Mano de Obra,1186.0
Cali,Norte,1/6/2023,Mano de Obra,1463.0
Cali,Norte,1/3/2023,Mano de Obra,1659.0
Cali,Norte,1/28/2023,Mano de Obra,1954.0
Cali,Norte,1/4/2023,Logistica,1402.0
Cali,Norte,1/26/2023,Logistica,2986.0
Cali,Norte,1/19/2023,Logistica,2171.0
Cali,Norte,1/7/2023,Logistica,2843.0
Cali,Norte,1/9/2023,Mantenimiento,1928.0
Cali,Norte,1/8/2023,Mantenimiento,2663.0
Cali,Norte,1/7/2023,Mantenimiento,1337.0
Cali,Norte,1/8/2023,Mantenimiento,1640.0
Cali,Norte,1/11/2023,Marketing,2976.0
Cali,Norte,1/25/2023,Marketing,2969.0
Cali,Norte,1/23/2023,Marketing,2438.0
Cali,Norte,1/10/2023,Marketing,2634.0
Cali,Centro,1/7/2023,Tecnologia,2787.0
Cali,Centro,1/16/2023,Tecnologia,1345.0
Cali,Centro,1/16/2023,Tecnologia,2016.0
Cali,Centro,1/20/2023,Tecnologia,2595.0
Cali,Centro,1/17/2023,Servicios,1001.0
Cali,Centro,1/1/2023,Servicios,2327.0
Cali,Centro,1/12/2023,Servicios,1452.0
Cali,Centro,1/5/2023,Servicios,2183.0
Cali,Centro,1/27/2023,Mano de Obra,2014.0
Cali,Centro,1/9/2023,Mano de Obra,2256.0
Cali,Centro,1/3/2023,Mano de Obra,2682.0
Cali,Centro,1/16/2023,Mano de Obra,1207.0
Cali,Centro,1/3/2023,Logistica,1403.0
Cali,Centro,1/24/2023,Logistica,1053.0
Cali,Centro,1/24/2023,Logistica,2696.0
Cali,Centro,1/24/2023,Logistica,1627.0
Bogta,Centro,1/11/2023,Mantenimiento,2648.0
Cali,Centro,1/8/2023,Mantenimiento,2443.0
Cali,Centro,1/6/2023,Mantenimiento,1103.0
Cali,Centro,1/20/2023,Mantenimiento,1253.0
Cali,Centro,1/3/2023,Marketing,2135.0
Cali,Centro,1/25/2023,Marketing,1098.0
Cali,Centro,1/25/2023,Marketing,2884.0
Cali,Centro,1/18/2023,Marketing,2919.0
Cali,Sur,1/14/2023,Tecnologia,1337.0
Cali,Sur,1/2/2023,Tecnologia,1821.0
Cali,Sur,1/3/2023,Tecnologia,2743.0
Cali,Sur,1/9/2023,Tecnologia,1160.0
Cali,Sur,1/4/2023,Servicios,1800.0
Cali,Sur,1/14/2023,Servicios,2300.0
Cali,Sur,1/16/2023,Servicios,2939.0
Cali,Sur,1/24/2023,Servicios,2919.0
Cali,Sur,1/8/2023,Mano de Obra,2158.0
Cali,Sur,1/3/2023,Mano de Obra,1400.0
Cali,Sur,1/1/2023,Mano de Obra,1687.0
Cali,Sur,1/12/2023,Mano de Obra,1954.0
Cali,Sur,1/19/2023,Logistica,1469.0
Cali,Sur,1/23/2023,Logistica,2045.0
Cali,Sur,1/14/2023,Logistica,2693.0
Cali,Sur,1/6/2023,Logistica,1229.0
Cali,Sur,1/13/2023,Mantenimiento,1562.0
Cali,Sur,1/22/2023,Mantenimiento,2799.0
Cali,Sur,1/27/2023,Mantenimiento,1026.0
Cali,Sur,1/2/2023,Mantenimiento,2300.0
Cali,Sur,1/1/2023,Marketing,1283.0
Cali,Sur,1/15/2023,Marketing,1959.0
Cali,Sur,1/1/2023,Marketing,1452.0
Cali,Sur,1/28/2023,Marketing,2852.0
Barranquilla,Norte,1/16/2023,Tecnologia,1658.0
Barranquilla,Norte,1/4/2023,Tecnologia,1546.0
Barranquilla,Norte,1/17/2023,Tecnologia,2535.0
Barranquilla,Norte,1/17/2023,Tecnologia,2195.0
Barranquilla,Norte,1/28/2023,Servicios,1157.0
Barranquilla,Norte,1/14/2023,Servicios,2396.0
Barranquilla,Norte,1/6/2023,Servicios,1098.0
Barranquilla,Norte,1/28/2023,Servicios,2768.0
Barranquilla,Norte,1/5/2023,Mano de Obra,1279.0
Barranquilla,Norte,1/17/2023,Mano de Obra,1301.0
Barranquilla,Norte,1/21/2023,Mano de Obra,1606.0
Barranquilla,Norte,1/3/2023,Mano de Obra,1699.0
Barranquilla,Norte,1/1/2023,Logistica,2139.0
Barranquilla,Norte,1/21/2023,Logistica,1927.0
Barranquilla,Norte,1/23/2023,Logistica,2184.0
Barranquilla,Norte,1/3/2023,Logistica,1127.0
Barranquilla,Norte,1/18/2023,Mantenimiento,2816.0
Barranquilla,Norte,1/10/2023,Mantenimiento,2758.0
Barranquilla,Norte,1/22/2023,Mantenimiento,1569.0
Barranquilla,Norte,1/3/2023,Mantenimiento,2895.0
Barranquilla,Norte,1/14/2023,Marketing,2815.0
Barranquilla,Norte,1/18/2023,Marketing,2311.0
Barranquilla,Norte,1/15/2023,Marketing,1853.0
Barranquilla,Norte,1/23/2023,Marketing,1961.0
Barranquilla,Centro,1/27/2023,Tecnologia,1489.0
Barranquilla,Centro,1/2/2023,Tecnologia,1784.0
Barranquilla,Centro,1/8/2023,Tecnologia,2952.0
Barranquilla,Centro,1/9/2023,Tecnologia,2834.0
Barranquilla,Centro,1/22/2023,Servicios,2199.0
Barranquilla,Centro,1/7/2023,Servicios,2500.0
Barranquilla,Centro,1/10/2023,Servicios,1758.0
Barranquilla,Centro,1/26/2023,Servicios,2890.0
Barranquilla,Centro,1/18/2023,Mano de Obra,1920.0
Barranquilla,Centro,1/24/2023,Mano de Obra,1524.0
Barranquilla,Centro,1/28/2023,Mano de Obra,2529.0
Barranquilla,Centro,1/7/2023,Mano de Obra,2848.0
Barranquilla,Centro,1/4/2023,Logistica,1684.0
Barranquilla,Centro,1/20/2023,Logistica,1320.0
Barranquilla,Centro,1/8/2023,Logistica,1511.0
Barranquilla,Centro,1/14/2023,Logistica,1399.0
Barranquilla,Centro,1/14/2023,Mantenimiento,1971.0
Barranquilla,Centro,1/19/2023,Mantenimiento,1470.0
Barranquilla,Centro,1/15/2023,Mantenimiento,2115.0
Barranquilla,Centro,1/2/2023,Mantenimiento,1833.0
Barranquilla,Centro,1/23/2023,Marketing,2982.0
Barranquilla,Centro,1/22/2023,Marketing,1050.0
Barranquilla,Centro,1/25/2023,Marketing,2721.0
Barranquilla,Centro,1/22/2023,Marketing,1313.0
Barranquilla,Sur,1/26/2023,Tecnologia,2365.0
Barranquilla,Sur,1/17/2023,Tecnologia,2715.0
Barranquilla,Sur,1/10/2023,Tecnologia,1837.0
Barranquilla,Sur,1/15/2023,Tecnologia,2077.0
Barranquilla,Sur,1/11/2023,Servicios,1443.0
Barranquilla,Sur,1/5/2023,Servicios,1992.0
Barranquilla,Sur,1/8/2023,Servicios,2076.0
Barranquilla,Sur,1/28/2023,Servicios,2003.0
Barranquilla,Sur,1/12/2023,Mano de Obra,1004.0
Barranquilla,Sur,1/7/2023,Mano de Obra,2219.0
Barranquilla,Sur,1/6/2023,Mano de Obra,1876.0
Barranquilla,Sur,1/20/2023,Mano de Obra,2373.0
Barranquilla,Sur,1/15/2023,Logistica,1866.0
Barranquilla,Sur,1/23/2023,Logistica,1935.0
Barranquilla,Sur,1/20/2023,Logistica,1655.0
Barranquilla,Sur,1/13/2023,Logistica,1369.0
Barranquilla,Sur,1/28/2023,Mantenimiento,2129.0
Barranquilla,Sur,1/19/2023,Mantenimiento,1656.0
Barranquilla,Sur,1/24/2023,Mantenimiento,1830.0
Barranquilla,Sur,1/19/2023,Mantenimiento,2627.0
Barranquilla,Sur,1/26/2023,Marketing,2974.0
Barranquilla,Sur,1/26/2023,Marketing,1740.0
Barranquilla,Sur,1/26/2023,Marketing,1116.0
Barranquilla,Sur,1/23/2023,Marketing,2150.0
Bogota,Norte,2/9/2023,Tecnologia,2931.0
Bogota,Norte,2/21/2023,Tecnologia,2664.0
Bogota,Norte,2/26/2023,Tecnologia,1633.0
Bogota,Norte,2/1/2023,Tecnologia,2774.0
Bogota,Norte,2/2/2023,Servicios,2119.0
Bogota,Norte,2/22/2023,Servicios,1559.0
Bogota,Norte,2/25/2023,Servicios,1487.0
Bogota,Norte,2/13/2023,Servicios,2908.0
Bogota,Norte,2/1/2023,Mano de Obra,2295.0
Bogota,Norte,2/7/2023,Mano de Obra,1703.0
Bogota,Norte,2/5/2023,Mano de Obra,1789.0
Bogota,Norte,2/23/2023,Mano de Obra,2986.0
Bogota,Norte,2/12/2023,Logistica,1153.0
Bogota,Norte,2/16/2023,Logistica,2458.0
Bogota,Norte,2/5/2023,Logistica,2109.0
Bogota,Norte,2/25/2023,Logistica,2308.0
Bogota,Norte,2/14/2023,Mantenimiento,2243.0
Bogota,Norte,2/5/2023,Mantenimiento,2070.0
Bogota,Norte,2/17/2023,Mantenimiento,1093.0
Bogota,Norte,2/14/2023,Mantenimiento,1957.0
Bogota,Norte,2/20/2023,Marketing,1452.0
Bogota,Norte,2/12/2023,Marketing,1911.0
Bogota,Norte,2/26/2023,Marketing,1473.0
Bogota,Norte,2/16/2023,Marketing,1340.0
Bogota,Centro,2/7/2023,Tecnologia,2635.0
Bogota,Centro,2/1/2023,Tecnologia,2277.0
Bogota,Centro,2/5/2023,Tecnologia,1022.0
Bogota,Centro,2/26/2023,Tecnologia,1521.0
Bogota,Centro,2/22/2023,Servicios,2860.0
Bogota,Centro,2/4/2023,Servicios,1801.0
Bogota,Centro,2/20/2023,Servicios,2246.0
Bogota,Centro,2/10/2023,Servicios,1761.0
Bogota,Centro,2/19/2023,Mano de Obra,1441.0
Bogota,Centro,2/1/2023,Mano de Obra,2015.0
Bogota,Centro,2/5/2023,Mano de Obra,1515.0
Bogota,Centro,2/16/2023,Mano de Obra,1791.0
Bogota,Centro,2/16/2023,Logistica,2782.0
Bogota,Centro,2/2/2023,Logistica,1496.0
Bogota,Centro,2/28/2023,Logistica,1895.0
Bogota,Centro,2/27/2023,Logistica,1851.0
Bogota,Centro,2/24/2023,Mantenimiento,2931.0
Bogota,Centro,2/18/2023,Mantenimiento,2698.0
Bogota,Centro,2/28/2023,Mantenimiento,2568.0
Bogota,Centro,2/1/2023,Mantenimiento,1956.0
Bogota,Centro,2/19/2023,Marketing,2450.0
Bogota,Centro,2/5/2023,Marketing,2291.0
Bogota,Centro,2/3/2023,Marketing,2600.0
Bogota,Centro,2/1/2023,Marketing,2191.0
Bogota,Sur,2/10/2023,Tecnologia,2066.0
Bogota,Sur,2/12/2023,Tecnologia,1284.0
Bogota,Sur,2/13/2023,Tecnologia,1011.0
Bogota,Sur,2/14/2023,Tecnologia,2921.0
Bogota,Sur,2/19/2023,Servicios,1753.0
Bogota,Sur,2/3/2023,Servicios,1726.0
Bogota,Sur,2/17/2023,Servicios,1089.0
Bogota,Sur,2/8/2023,Servicios,1604.0
Bogota,Sur,2/26/2023,Mano de Obra,1969.0
Bogota,Sur,2/26/2023,Mano de Obra,2021.0
Bogota,Sur,2/2/2023,Mano de Obra,1114.0
Bogota,Sur,2/9/2023,Mano de Obra,2926.0
Bogota,Sur,2/4/2023,Logistica,1825.0
Bogota,Sur,2/21/2023,Logistica,2649.0
Bogota,Sur,2/13/2023,Logistica,2098.0
Bogota,Sur,2/24/2023,Logistica,2443.0
Bogota,Sur,2/25/2023,Mantenimiento,2300.0
Bogota,Sur,2/25/2023,Mantenimiento,1675.0
Bogota,Sur,2/10/2023,Mantenimiento,2892.0
Bogota,Sur,2/9/2023,Mantenimiento,1919.0
Bogota,Sur,2/3/2023,Marketing,2712.0
Bogota,Sur,2/3/2023,Marketing,2571.0
Bogota,Sur,2/18/2023,Marketing,2008.0
Bogota,Sur,2/7/2023,Marketing,1095.0
Medellin,Norte,2/24/2023,Tecnologia,1662.0
Medellin,Norte,2/5/2023,Tecnologia,2803.0
Medellin,Norte,2/17/2023,Tecnologia,2718.0
Medellin,Norte,2/13/2023,Tecnologia,1278.0
Medellin,Norte,2/25/2023,Servicios,1866.0
Medellin,Norte,2/9/2023,Servicios,2821.0
Medellin,Norte,2/17/2023,Servicios,2904.0
Medellin,Norte,2/20/2023,Servicios,2903.0
Medellin,Norte,2/25/2023,Mano de Obra,2365.0
Medellin,Norte,2/13/2023,Mano de Obra,1698.0
Medellin,Norte,2/19/2023,Mano de Obra,1176.0
Medellin,Norte,2/4/2023,Mano de Obra,1395.0
Medellin,Norte,2/9/2023,Logistica,2938.0
Medellin,Norte,2/12/2023,Logistica,1264.0
Medellin,Norte,2/7/2023,Logistica,2819.0
Medellin,Norte,2/14/2023,Logistica,1734.0
Medellin,Norte,2/20/2023,Mantenimiento,1850.0
Medellin,Norte,2/26/2023,Mantenimiento,2390.0
Medellin,Norte,2/16/2023,Mantenimiento,1884.0
Medellin,Norte,2/5/2023,Mantenimiento,2122.0
Medellin,Norte,2/12/2023,Marketing,2048.0
Medellin,Norte,2/20/2023,Marketing,1890.0
Medellin,Norte,2/21/2023,Marketing,2507.0
Medellin,Norte,2/21/2023,Marketing,2174.0
Medellin,Centro,2/16/2023,Tecnologia,1568.0
Medellin,Centro,2/7/2023,Tecnologia,1108.0
Medellin,Centro,2/21/2023,Tecnologia,2065.0
Medellin,Centro,2/26/2023,Tecnologia,1934.0
Medellin,Centro,2/14/2023,Servicios,2246.0
Medellin,Centro,2/26/2023,Servicios,2156.0
Medellin,Centro,2/3/2023,Servicios,2238.0
Medellin,Centro,2/11/2023,Servicios,2866.0
Medellin,Centro,2/18/2023,Mano de Obra,1750.0
Medellin,Centro,2/12/2023,Mano de Obra,2032.0
Medellin,Centro,2/10/2023,Mano de Obra,1953.0
Medellin,Centro,2/12/2023,Mano de Obra,1912.0
Medellin,Centro,2/6/2023,Logistica,2542.0
Medellin,Centro,2/14/2023,Logistica,2676.0
Medellin,Centro,2/8/2023,Logistica,1169.0
Medellin,Centro,2/9/2023,Logistica,1945.0
Medellin,Centro,2/27/2023,Mantenimiento,1633.0
Medellin,Centro,2/2/2023,Mantenimiento,2540.0
Medellin,Centro,2/5/2023,Mantenimiento,2445.0
Medellin,Centro,2/19/2023,Mantenimiento,2671.0
Medellin,Centro,2/16/2023,Marketing,2388.0
Medellin,Centro,2/1/2023,Marketing,2365.0
Medellin,Centro,2/20/2023,Marketing,2680.0
Medellin,Centro,2/7/2023,Marketing,1216.0
Medellin,Sur,2/13/2023,Tecnologia,2155.0
Medellin,Sur,2/4/2023,Tecnologia,2093.0
Medellin,Sur,2/28/2023,Tecnologia,2438.0
Medellin,Sur,2/19/2023,Tecnologia,1444.0
Medellin,Sur,2/12/2023,Servicios,2205.0
Medellin,Sur,2/7/2023,Servicios,1090.0
Medellin,Sur,2/10/2023,Servicios,2881.0
Medellin,Sur,2/19/2023,Servicios,1038.0
Medellin,Sur,2/3/2023,Mano de Obra,1172.0
Medellin,Sur,2/13/2023,Mano de Obra,1753.0
Medellin,Sur,2/28/2023,Mano de Obra,2661.0
Medellin,Sur,2/26/2023,Mano de Obra,2683.0
Medellin,Sur,2/28/2023,Logistica,1455.0
Medellin,Sur,2/9/2023,Logistica,2958.0
Medellin,Sur,2/1/2023,Logistica,1386.0
Medellin,Sur,2/13/2023,Logistica,1347.0
Medellin,Sur,2/25/2023,Mantenimiento,2214.0
Medellin,Sur,2/28/2023,Mantenimiento,2392.0
Medellin,Sur,2/25/2023,Mantenimiento,1823.0
Medellin,Sur,2/1/2023,Mantenimiento,1933.0
Medellin,Sur,2/21/2023,Marketing,1133.0
Medellin,Sur,2/26/2023,Marketing,2579.0
Medellin,Sur,2/13/2023,Marketing,1671.0
Medellin,Sur,2/13/2023,Marketing,2852.0
Cali,Norte,2/15/2023,Tecnologia,2172.0
Cali,Norte,2/16/2023,Tecnologia,1885.0
Cali,Norte,2/21/2023,Tecnologia,1202.0
Cali,Norte,2/28/2023,Tecnologia,2252.0
Cali,Norte,2/4/2023,Servicios,2250.0
Cali,Norte,2/19/2023,Servicios,2555.0
Cali,Norte,2/25/2023,Servicios,2425.0
Cali,Norte,2/15/2023,Servicios,2256.0
Cali,Norte,2/17/2023,Mano de Obra,2549.0
Cali,Norte,2/15/2023,Mano de Obra,2438.0
Cali,Norte,2/1/2023,Mano de Obra,2396.0
Cali,Norte,2/22/2023,Mano de Obra,2909.0
Cali,Norte,2/3/2023,Logistica,1655.0
Cali,Norte,2/23/2023,Logistica,2976.0
Cali,Norte,2/11/2023,Logistica,2035.0
Cali,Norte,2/10/2023,Logistica,1735.0
Cali,Norte,2/16/2023,Mantenimiento,1967.0
Cali,Norte,2/6/2023,Mantenimiento,1971.0
Cali,Norte,2/24/2023,Mantenimiento,1667.0
Cali,Norte,2/21/2023,Mantenimiento,2031.0
Cali,Norte,2/26/2023,Marketing,2371.0
Cali,Norte,2/4/2023,Marketing,1089.0
Cali,Norte,2/8/2023,Marketing,1697.0
Cali,Norte,2/28/2023,Marketing,2201.0
Cali,Centro,2/28/2023,Tecnologia,1731.0
Cali,Centro,2/5/2023,Tecnologia,1040.0
Cali,Centro,2/4/2023,Tecnologia,2727.0
Cali,Centro,2/27/2023,Tecnologia,1501.0
Cali,Centro,2/17/2023,Servicios,2224.0
Cali,Centro,2/1/2023,Servicios,2747.0
Cali,Centro,2/13/2023,Servicios,1731.0
Cali,Centro,2/16/2023,Servicios,1924.0
Cali,Centro,2/13/2023,Mano de Obra,2581.0
Cali,Centro,2/3/2023,Mano de Obra,2276.0
Cali,Centro,2/6/2023,Mano de Obra,2617.0
Cali,Centro,2/19/2023,Mano de Obra,1255.0
Cali,Centro,2/5/2023,Logistica,2838.0
Cali,Centro,2/25/2023,Logistica,1449.0
Cali,Centro,2/10/2023,Logistica,1823.0
Cali,Centro,2/18/2023,Logistica,2274.0
Cali,Centro,2/13/2023,Mantenimiento,2028.0
Cali,Centro,2/23/2023,Mantenimiento,2015.0
Cali,Centro,2/1/2023,Mantenimiento,1373.0
Cali,Centro,2/1/2023,Mantenimiento,1145.0
Cali,Centro,2/15/2023,Marketing,1176.0
Cali,Centro,2/11/2023,Marketing,1852.0
Cali,Centro,2/26/2023,Marketing,1062.0
Cali,Centro,2/25/2023,Marketing,2877.0
Cali,Sur,2/27/2023,Tecnologia,1794.0
Cali,Sur,2/17/2023,Tecnologia,2484.0
Cali,Sur,2/1/2023,Tecnologia,2633.0
Cali,Sur,2/9/2023,Tecnologia,2122.0
Cali,Sur,2/1/2023,Servicios,1404.0
Cali,Sur,2/16/2023,Servicios,1822.0
Cali,Sur,2/6/2023,Servicios,1475.0
Cali,Sur,2/17/2023,Servicios,1708.0
Cali,Sur,2/5/2023,Mano de Obra,2893.0
Cali,Sur,2/3/2023,Mano de Obra,2460.0
Cali,Sur,2/23/2023,Mano de Obra,1996.0
Cali,Sur,2/21/2023,Mano de Obra,1676.0
Cali,Sur,2/10/2023,Logistica,2481.0
Cali,Sur,2/19/2023,Logistica,2168.0
Cali,Sur,2/21/2023,Logistica,2101.0
Cali,Sur,2/9/2023,Logistica,2901.0
Cali,Sur,2/1/2023,Mantenimiento,1050.0
Cali,Sur,2/13/2023,Mantenimiento,1716.0
Cali,Sur,2/4/2023,Mantenimiento,2469.0
Cali,Sur,2/1/2023,Mantenimiento,1880.0
Cali,Sur,2/8/2023,Marketing,2823.0
Cali,Sur,2/2/2023,Marketing,2371.0
Cali,Sur,2/8/2023,Marketing,2574.0
Cali,Sur,2/26/2023,Marketing,1249.0
Barranquilla,Norte,2/2/2023,Tecnologia,1437.0
Barranquilla,Norte,2/22/2023,Tecnologia,1770.0
Barranquilla,Norte,2/27/2023,Tecnologia,2329.0
Barranquilla,Norte,2/12/2023,Tecnologia,2984.0
Barranquilla,Norte,2/22/2023,Servicios,1235.0
