Ciudad,Subregion,Fecha,Categoria,Venta
Bogota,Centro,1/3/2023,Logistica,1205
Bogota,Centro,1/17/2023,Mantenimiento,2955
Bogota,Centro,1/18/2023,Mantenimiento,2895
Bogota,Centro,1/4/2023,Mantenimiento,2025
Bogota,Centro,1/6/2023,Mantenimiento,1565
Bogota,Centro,1/10/2023,Marketing,2795
Bogota,Centro,1/22/2023,Marketing,2500
Bogota,Centro,1/18/2023,Marketing,1729
Bogota,Centro,1/12/2023,Marketing,1161
Bogota,Sur,1/10/2023,Tecnologia,2981
Bogota,Sur,1/4/2023,Tecnologia,1269
Bogota,Sur,1/16/2023,Tecnologia,2294
Bogota,Sur,1/8/2023,Tecnologia,2485
Bogota,Sur,1/23/2023,Servicios,2275
Bogota,Sur,1/25/2023,Servicios,2725
Bogota,Sur,1/8/2023,Servicios,2748
Bogota,Sur,1/16/2023,Servicios,2772
Bogota,Sur,1/18/2023,Mano de Obra,1878
Bogota,Sur,1/21/2023,Mano de Obra,1791
Bogota,Sur,1/26/2023,Mano de Obra,1216
Bogota,Sur,1/28/2023,Mano de Obra,1187
Bogota,Sur,1/28/2023,Logistica,1492
Bogota,Sur,1/9/2023,Logistica,2180
Bogota,Sur,1/15/2023,Logistica,2836
Bogota,Sur,1/1/2023,Logistica,2880
Bogota,Sur,1/7/2023,Mantenimiento,1520
Bogota,Sur,1/24/2023,Mantenimiento,2152
Bogota,Sur,1/12/2023,Mantenimiento,1647
Bogota,Sur,1/24/2023,Mantenimiento,2086
Bogota,Sur,1/11/2023,Marketing,2522
Bogota,Sur,1/17/2023,Marketing,1391
Bogota,Sur,1/3/2023,Marketing,1418
Bogota,Sur,1/1/2023,Marketing,1378
Medellin,Norte,1/5/2023,Tecnologia,2513
Medellin,Norte,1/7/2023,Tecnologia,2017
Medellin,Norte,1/9/2023,Tecnologia,2051
Medellin,Norte,1/7/2023,Tecnologia,1200
Medellin,Norte,1/8/2023,Servicios,1779
Medellin,Norte,1/2/2023,Servicios,2056
Medellin,Norte,1/16/2023,Servicios,1502
Medellin,Norte,1/23/2023,Servicios,2597
Medellin,Norte,1/24/2023,Mano de Obra,1804
Medellin,Norte,1/3/2023,Mano de Obra,1683
Medellin,Norte,1/8/2023,Mano de Obra,1725
Medellin,Norte,1/27/2023,Mano de Obra,2570
Medellin,Norte,1/1/2023,Logistica,2762
Medellin,Norte,1/5/2023,Logistica,2966
Medellin,Norte,1/14/2023,Logistica,1642
Medellin,Norte,1/1/2023,Logistica,2028
Medellin,Norte,1/26/2023,Mantenimiento,1502
Medellin,Norte,1/14/2023,Mantenimiento,1870
Medellin,Norte,1/27/2023,Mantenimiento,1392
Medellin,Norte,1/15/2023,Mantenimiento,2038
Medellin,Norte,1/26/2023,Marketing,2577
Medellin,Norte,1/28/2023,Marketing,2484
Medellin,Norte,1/19/2023,Marketing,2598
Medellin,Norte,1/7/2023,Marketing,2264
Medellin,Centro,1/20/2023,Tecnologia,2020
Medellin,Centro,1/4/2023,Tecnologia,2757
Medellin,Centro,1/5/2023,Tecnologia,2430
Medellin,Centro,1/7/2023,Tecnologia,1748
Medellin,Centro,1/15/2023,Servicios,2194
Medellin,Centro,1/4/2023,Servicios,1524
Medellin,Centro,1/7/2023,Servicios,2722
Medellin,Centro,1/19/2023,Servicios,2109
Medellin,Centro,1/28/2023,Mano de Obra,1577
Medellin,Centro,1/10/2023,Mano de Obra,1556
Medellin,Centro,1/25/2023,Mano de Obra,2012
Medellin,Centro,1/6/2023,Mano de Obra,1795
Medellin,Centro,1/28/2023,Logistica,2643
Medellin,Centro,1/12/2023,Logistica,2363
Medellin,Centro,1/11/2023,Logistica,2663
Medellin,Centro,1/26/2023,Logistica,2371
Medellin,Centro,1/25/2023,Mantenimiento,2254
Medellin,Centro,1/1/2023,Mantenimiento,2408
Medellin,Centro,1/25/2023,Mantenimiento,2306
Medellin,Centro,1/25/2023,Mantenimiento,1627
Medellin,Centro,1/13/2023,Marketing,2768
Medellin,Centro,1/3/2023,Marketing,2382
Medellin,Centro,1/6/2023,Marketing,2479
Medellin,Centro,1/27/2023,Marketing,1648
Medellin,Sur,1/5/2023,Tecnologia,2248
Medellin,Sur,1/19/2023,Tecnologia,2257
Medellin,Sur,1/12/2023,Tecnologia,1663
Medellin,Sur,1/15/2023,Tecnologia,2850
Medellin,Sur,1/22/2023,Servicios,2695
Medellin,Sur,1/24/2023,Servicios,2256
Medellin,Sur,1/20/2023,Servicios,2136
Medellin,Sur,1/17/2023,Servicios,1441
Medellin,Sur,1/20/2023,Mano de Obra,2291
Medellin,Sur,1/7/2023,Mano de Obra,2409
Medellin,Sur,1/3/2023,Mano de Obra,2136
Medellin,Sur,1/5/2023,Mano de Obra,2648
Medellin,Sur,1/24/2023,Logistica,2104
Medellin,Sur,1/27/2023,Logistica,1112
Medellin,Sur,1/2/2023,Logistica,1641
Medellin,Sur,1/28/2023,Logistica,2589
Medellin,Sur,1/23/2023,Mantenimiento,2759
Medellin,Sur,1/1/2023,Mantenimiento,1384
Medellin,Sur,1/19/2023,Mantenimiento,2661
Medellin,Sur,1/2/2023,Mantenimiento,2076
Medellin,Sur,1/12/2023,Marketing,1729
Medellin,Sur,1/6/2023,Marketing,2439
Medellin,Sur,1/23/2023,Marketing,1835
Medellin,Sur,1/23/2023,Marketing,1202
Cali,Norte,1/24/2023,Tecnologia,1122
Cali,Norte,1/17/2023,Tecnologia,1766
Cali,Norte,1/6/2023,Tecnologia,1279
Cali,Norte,1/5/2023,Tecnologia,1883
Cali,Norte,1/2/2023,Servicios,1197
Cali,Norte,1/22/2023,Servicios,2930
Cali,Norte,1/16/2023,Servicios,1143
Cali,Norte,1/1/2023,Servicios,2224
Cali,Norte,1/28/2023,Mano de Obra,1186
Cali,Norte,1/6/2023,Mano de Obra,1463
Cali,Norte,1/3/2023,Mano de Obra,1659
Cali,Norte,1/28/2023,Mano de Obra,1954
Cali,Norte,1/4/2023,Logistica,1402
Cali,Norte,1/26/2023,Logistica,2986
Cali,Norte,1/19/2023,Logistica,2171
Cali,Norte,1/7/2023,Logistica,2843
Cali,Norte,1/9/2023,Mantenimiento,1928
Cali,Norte,1/8/2023,Mantenimiento,2663
Cali,Norte,1/7/2023,Mantenimiento,1337
Cali,Norte,1/8/2023,Mantenimiento,1640
Cali,Norte,1/11/2023,Marketing,2976
Cali,Norte,1/25/2023,Marketing,2969
Cali,Norte,1/23/2023,Marketing,2438
Cali,Norte,1/10/2023,Marketing,2634
Cali,Centro,1/7/2023,Tecnologia,2787
Cali,Centro,1/16/2023,Tecnologia,1345
Cali,Centro,1/16/2023,Tecnologia,2016
Cali,Centro,1/20/2023,Tecnologia,2595
Cali,Centro,1/17/2023,Servicios,1001
Cali,Centro,1/1/2023,Servicios,2327
Cali,Centro,1/12/2023,Servicios,1452
Cali,Centro,1/5/2023,Servicios,2183
Cali,Centro,1/27/2023,Mano de Obra,2014
Cali,Centro,1/9/2023,Mano de Obra,2256
Cali,Centro,1/3/2023,Mano de Obra,2682
Cali,Centro,1/16/2023,Mano de Obra,1207
Cali,Centro,1/3/2023,Logistica,1403
Cali,Centro,1/24/2023,Logistica,1053
Cali,Centro,1/24/2023,Logistica,2696
Cali,Centro,1/24/2023,Logistica,1627
Cali,Centro,1/11/2023,Mantenimiento,2648
Cali,Centro,1/8/2023,Mantenimiento,2443
Cali,Centro,1/6/2023,Mantenimiento,1103
Cali,Centro,1/20/2023,Mantenimiento,1253
Cali,Centro,1/3/2023,Marketing,2135
Cali,Centro,1/25/2023,Marketing,1098
Cali,Centro,1/25/2023,Marketing,2884
Cali,Centro,1/18/2023,Marketing,2919
Cali,Sur,1/14/2023,Tecnologia,1337
Cali,Sur,1/2/2023,Tecnologia,1821
Cali,Sur,1/3/2023,Tecnologia,2743
Cali,Sur,1/9/2023,Tecnologia,1160
Cali,Sur,1/4/2023,Servicios,1800
Cali,Sur,1/14/2023,Servicios,2300
Cali,Sur,1/16/2023,Servicios,2939
Cali,Sur,1/24/2023,Servicios,2919
Cali,Sur,1/8/2023,Mano de Obra,2158
Cali,Sur,1/3/2023,Mano de Obra,1400
Cali,Sur,1/1/2023,Mano de Obra,1687
Cali,Sur,1/12/2023,Mano de Obra,1954
Cali,Sur,1/19/2023,Logistica,1469
Cali,Sur,1/23/2023,Logistica,2045
Cali,Sur,1/14/2023,Logistica,2693
Cali,Sur,1/6/2023,Logistica,1229
Cali,Sur,1/13/2023,Mantenimiento,1562
Cali,Sur,1/22/2023,Mantenimiento,2799
Cali,Sur,1/27/2023,Mantenimiento,1026
Cali,Sur,1/2/2023,Mantenimiento,2300
Cali,Sur,1/1/2023,Marketing,1283
Cali,Sur,1/15/2023,Marketing,1959
Cali,Sur,1/1/2023,Marketing,1452
Cali,Sur,1/28/2023,Marketing,2852
Barranquilla,Norte,1/16/2023,Tecnologia,1658
Barranquilla,Norte,1/4/2023,Tecnologia,1546
Barranquilla,Norte,1/17/2023,Tecnologia,2535
Barranquilla,Norte,1/17/2023,Tecnologia,2195
Barranquilla,Norte,1/28/2023,Servicios,1157
Barranquilla,Norte,1/14/2023,Servicios,2396
Barranquilla,Norte,1/6/2023,Servicios,1098
Barranquilla,Norte,1/28/2023,Servicios,2768
Barranquilla,Norte,1/5/2023,Mano de Obra,1279
Barranquilla,Norte,1/17/2023,Mano de Obra,1301
Barranquilla,Norte,1/21/2023,Mano de Obra,1606
Barranquilla,Norte,1/3/2023,Mano de Obra,1699
Barranquilla,Norte,1/1/2023,Logistica,2139
Barranquilla,Norte,1/21/2023,Logistica,1927
Barranquilla,Norte,1/23/2023,Logistica,2184
Barranquilla,Norte,1/3/2023,Logistica,1127
Barranquilla,Norte,1/18/2023,Mantenimiento,2816
Barranquilla,Norte,1/10/2023,Mantenimiento,2758
Barranquilla,Norte,1/22/2023,Mantenimiento,1569
Barranquilla,Norte,1/3/2023,Mantenimiento,2895
Barranquilla,Norte,1/14/2023,Marketing,2815
Barranquilla,Norte,1/18/2023,Marketing,2311
Barranquilla,Norte,1/15/2023,Marketing,1853
Barranquilla,Norte,1/23/2023,Marketing,1961
Barranquilla,Centro,1/27/2023,Tecnologia,1489
Barranquilla,Centro,1/2/2023,Tecnologia,1784
Barranquilla,Centro,1/8/2023,Tecnologia,2952
Barranquilla,Centro,1/9/2023,Tecnologia,2834
Barranquilla,Centro,1/22/2023,Servicios,2199
Barranquilla,Centro,1/7/2023,Servicios,2500
Barranquilla,Centro,1/10/2023,Servicios,1758
Barranquilla,Centro,1/26/2023,Servicios,2890
Barranquilla,Centro,1/18/2023,Mano de Obra,1920
Barranquilla,Centro,1/24/2023,Mano de Obra,1524
Barranquilla,Centro,1/28/2023,Mano de Obra,2529
Barranquilla,Centro,1/7/2023,Mano de Obra,2848
Barranquilla,Centro,1/4/2023,Logistica,1684
Barranquilla,Centro,1/20/2023,Logistica,1320
Barranquilla,Centro,1/8/2023,Logistica,1511
Barranquilla,Centro,1/14/2023,Logistica,1399
Barranquilla,Centro,1/14/2023,Mantenimiento,1971
Barranquilla,Centro,1/19/2023,Mantenimiento,1470
Barranquilla,Centro,1/15/2023,Mantenimiento,2115
Barranquilla,Centro,1/2/2023,Mantenimiento,1833
Barranquilla,Centro,1/23/2023,Marketing,2982
Barranquilla,Centro,1/22/2023,Marketing,1050
Barranquilla,Centro,1/25/2023,Marketing,2721
Barranquilla,Centro,1/22/2023,Marketing,1313
Barranquilla,Sur,1/26/2023,Tecnologia,2365
Barranquilla,Sur,1/17/2023,Tecnologia,2715
Barranquilla,Sur,1/10/2023,Tecnologia,1837
Barranquilla,Sur,1/15/2023,Tecnologia,2077
Barranquilla,Sur,1/11/2023,Servicios,1443
Barranquilla,Sur,1/5/2023,Servicios,1992
Barranquilla,Sur,1/8/2023,Servicios,2076
Barranquilla,Sur,1/28/2023,Servicios,2003
Barranquilla,Sur,1/12/2023,Mano de Obra,1004
Barranquilla,Sur,1/7/2023,Mano de Obra,2219
Barranquilla,Sur,1/6/2023,Mano de Obra,1876
Barranquilla,Sur,1/20/2023,Mano de Obra,2373
Barranquilla,Sur,1/15/2023,Logistica,1866
Barranquilla,Sur,1/23/2023,Logistica,1935
Barranquilla,Sur,1/20/2023,Logistica,1655
Barranquilla,Sur,1/13/2023,Logistica,1369
Barranquilla,Sur,1/28/2023,Mantenimiento,2129
Barranquilla,Sur,1/19/2023,Mantenimiento,1656
Barranquilla,Sur,1/24/2023,Mantenimiento,1830
Barranquilla,Sur,1/19/2023,Mantenimiento,2627
Barranquilla,Sur,1/26/2023,Marketing,2974
Barranquilla,Sur,1/26/2023,Marketing,1740
Barranquilla,Sur,1/26/2023,Marketing,1116
Barranquilla,Sur,1/23/2023,Marketing,2150
Bogota,Norte,2/9/2023,Tecnologia,2931
Bogota,Norte,2/21/2023,Tecnologia,2664
Bogota,Norte,2/26/2023,Tecnologia,1633
Bogota,Norte,2/1/2023,Tecnologia,2774
Bogota,Norte,2/2/2023,Servicios,2119
Bogota,Norte,2/22/2023,Servicios,1559
Bogota,Norte,2/25/2023,Servicios,1487
Bogota,Norte,2/13/2023,Servicios,2908
Bogota,Norte,2/1/2023,Mano de Obra,2295
Bogota,Norte,2/7/2023,Mano de Obra,1703
Bogota,Norte,2/5/2023,Mano de Obra,1789
Bogota,Norte,2/23/2023,Mano de Obra,2986
Bogota,Norte,2/12/2023,Logistica,1153
Bogota,Norte,2/16/2023,Logistica,2458
Bogota,Norte,2/5/2023,Logistica,2109
Bogota,Norte,2/25/2023,Logistica,2308
Bogota,Norte,2/14/2023,Mantenimiento,2243
Bogota,Norte,2/5/2023,Mantenimiento,2070
Bogota,Norte,2/17/2023,Mantenimiento,1093
Bogota,Norte,2/14/2023,Mantenimiento,1957
Bogota,Norte,2/20/2023,Marketing,1452
Bogota,Norte,2/12/2023,Marketing,1911
Bogota,Norte,2/26/2023,Marketing,1473
Bogota,Norte,2/16/2023,Marketing,1340
Bogota,Centro,2/7/2023,Tecnologia,2635
Bogota,Centro,2/1/2023,Tecnologia,2277
Bogota,Centro,2/5/2023,Tecnologia,1022
Bogota,Centro,2/26/2023,Tecnologia,1521
Bogota,Centro,2/22/2023,Servicios,2860
Bogota,Centro,2/4/2023,Servicios,1801
Bogota,Centro,2/20/2023,Servicios,2246
Bogota,Centro,2/10/2023,Servicios,1761
Bogota,Centro,2/19/2023,Mano de Obra,1441
Bogota,Centro,2/1/2023,Mano de Obra,2015
Bogota,Centro,2/5/2023,Mano de Obra,1515
Bogota,Centro,2/16/2023,Mano de Obra,1791
Bogota,Centro,2/16/2023,Logistica,2782
Bogota,Centro,2/2/2023,Logistica,1496
Bogota,Centro,2/28/2023,Logistica,1895
Bogota,Centro,2/27/2023,Logistica,1851
Bogota,Centro,2/24/2023,Mantenimiento,2931
Bogota,Centro,2/18/2023,Mantenimiento,2698
Bogota,Centro,2/28/2023,Mantenimiento,2568
Bogota,Centro,2/1/2023,Mantenimiento,1956
Bogota,Centro,2/19/2023,Marketing,2450
Bogota,Centro,2/5/2023,Marketing,2291
Bogota,Centro,2/3/2023,Marketing,2600
Bogota,Centro,2/1/2023,Marketing,2191
Bogota,Sur,2/10/2023,Tecnologia,2066
Bogota,Sur,2/12/2023,Tecnologia,1284
Bogota,Sur,2/13/2023,Tecnologia,1011
Bogota,Sur,2/14/2023,Tecnologia,2921
Bogota,Sur,2/19/2023,Servicios,1753
Bogota,Sur,2/3/2023,Servicios,1726
Bogota,Sur,2/17/2023,Servicios,1089
Bogota,Sur,2/8/2023,Servicios,1604
Bogota,Sur,2/26/2023,Mano de Obra,1969
Bogota,Sur,2/26/2023,Mano de Obra,2021
Bogota,Sur,2/2/2023,Mano de Obra,1114
Bogota,Sur,2/9/2023,Mano de Obra,2926
Bogota,Sur,2/4/2023,Logistica,1825
Bogota,Sur,2/21/2023,Logistica,2649
Bogota,Sur,2/13/2023,Logistica,2098
Bogota,Sur,2/24/2023,Logistica,2443
Bogota,Sur,2/25/2023,Mantenimiento,2300
Bogota,Sur,2/25/2023,Mantenimiento,1675
Bogota,Sur,2/10/2023,Mantenimiento,2892
Bogota,Sur,2/9/2023,Mantenimiento,1919
Bogota,Sur,2/3/2023,Marketing,2712
Bogota,Sur,2/3/2023,Marketing,2571
Bogota,Sur,2/18/2023,Marketing,2008
Bogota,Sur,2/7/2023,Marketing,1095
Medellin,Norte,2/24/2023,Tecnologia,1662
Medellin,Norte,2/5/2023,Tecnologia,2803
Medellin,Norte,2/17/2023,Tecnologia,2718
Medellin,Norte,2/13/2023,Tecnologia,1278
Medellin,Norte,2/25/2023,Servicios,1866
Medellin,Norte,2/9/2023,Servicios,2821
Medellin,Norte,2/17/2023,Servicios,2904
Medellin,Norte,2/20/2023,Servicios,2903
Medellin,Norte,2/25/2023,Mano de Obra,2365
Medellin,Norte,2/13/2023,Mano de Obra,1698
Medellin,Norte,2/19/2023,Mano de Obra,1176
Medellin,Norte,2/4/2023,Mano de Obra,1395
Medellin,Norte,2/9/2023,Logistica,2938
Medellin,Norte,2/12/2023,Logistica,1264
Medellin,Norte,2/7/2023,Logistica,2819
Medellin,Norte,2/14/2023,Logistica,1734
Medellin,Norte,2/20/2023,Mantenimiento,1850
Medellin,Norte,2/26/2023,Mantenimiento,2390
Medellin,Norte,2/16/2023,Mantenimiento,1884
Medellin,Norte,2/5/2023,Mantenimiento,2122
Medellin,Norte,2/12/2023,Marketing,2048
Medellin,Norte,2/20/2023,Marketing,1890
Medellin,Norte,2/21/2023,Marketing,2507
Medellin,Norte,2/21/2023,Marketing,2174
Medellin,Centro,2/16/2023,Tecnologia,1568
Medellin,Centro,2/7/2023,Tecnologia,1108
Medellin,Centro,2/21/2023,Tecnologia,2065
Medellin,Centro,2/26/2023,Tecnologia,1934
Medellin,Centro,2/14/2023,Servicios,2246
Medellin,Centro,2/26/2023,Servicios,2156
Medellin,Centro,2/3/2023,Servicios,2238
Medellin,Centro,2/11/2023,Servicios,2866
Medellin,Centro,2/18/2023,Mano de Obra,1750
Medellin,Centro,2/12/2023,Mano de Obra,2032
Medellin,Centro,2/10/2023,Mano de Obra,1953
Medellin,Centro,2/12/2023,Mano de Obra,1912
Medellin,Centro,2/6/2023,Logistica,2542
Medellin,Centro,2/14/2023,Logistica,2676
Medellin,Centro,2/8/2023,Logistica,1169
Medellin,Centro,2/9/2023,Logistica,1945
Medellin,Centro,2/27/2023,Mantenimiento,1633
Medellin,Centro,2/2/2023,Mantenimiento,2540
Medellin,Centro,2/5/2023,Mantenimiento,2445
Medellin,Centro,2/19/2023,Mantenimiento,2671
Medellin,Centro,2/16/2023,Marketing,2388
Medellin,Centro,2/1/2023,Marketing,2365
Medellin,Centro,2/20/2023,Marketing,2680
Medellin,Centro,2/7/2023,Marketing,1216
Medellin,Sur,2/13/2023,Tecnologia,2155
Medellin,Sur,2/4/2023,Tecnologia,2093
Medellin,Sur,2/28/2023,Tecnologia,2438
Medellin,Sur,2/19/2023,Tecnologia,1444
Medellin,Sur,2/12/2023,Servicios,2205
Medellin,Sur,2/7/2023,Servicios,1090
Medellin,Sur,2/10/2023,Servicios,2881
Medellin,Sur,2/19/2023,Servicios,1038
Medellin,Sur,2/3/2023,Mano de Obra,1172
Medellin,Sur,2/13/2023,Mano de Obra,1753
Medellin,Sur,2/28/2023,Mano de Obra,2661
Medellin,Sur,2/26/2023,Mano de Obra,2683
Medellin,Sur,2/28/2023,Logistica,1455
Medellin,Sur,2/9/2023,Logistica,2958
Medellin,Sur,2/1/2023,Logistica,1386
Medellin,Sur,2/13/2023,Logistica,1347
Medellin,Sur,2/25/2023,Mantenimiento,2214
Medellin,Sur,2/28/2023,Mantenimiento,2392
Medellin,Sur,2/25/2023,Mantenimiento,1823
Medellin,Sur,2/1/2023,Mantenimiento,1933
Medellin,Sur,2/21/2023,Marketing,1133
Medellin,Sur,2/26/2023,Marketing,2579
Medellin,Sur,2/13/2023,Marketing,1671
Medellin,Sur,2/13/2023,Marketing,2852
Cali,Norte,2/15/2023,Tecnologia,2172
Cali,Norte,2/16/2023,Tecnologia,1885
Cali,Norte,2/21/2023,Tecnologia,1202
Cali,Norte,2/28/2023,Tecnologia,2252
Cali,Norte,2/4/2023,Servicios,2250
Cali,Norte,2/19/2023,Servicios,2555
Cali,Norte,2/25/2023,Servicios,2425
Cali,Norte,2/15/2023,Servicios,2256
Cali,Norte,2/17/2023,Mano de Obra,2549
Cali,Norte,2/15/2023,Mano de Obra,2438
Cali,Norte,2/1/2023,Mano de Obra,2396
Cali,Norte,2/22/2023,Mano de Obra,2909
Cali,Norte,2/3/2023,Logistica,1655
Cali,Norte,2/23/2023,Logistica,2976
Cali,Norte,2/11/2023,Logistica,2035
Cali,Norte,2/10/2023,Logistica,1735
Cali,Norte,2/16/2023,Mantenimiento,1967
Cali,Norte,2/6/2023,Mantenimiento,1971
Cali,Norte,2/24/2023,Mantenimiento,1667
Cali,Norte,2/21/2023,Mantenimiento,2031
Cali,Norte,2/26/2023,Marketing,2371
Cali,Norte,2/4/2023,Marketing,1089
Cali,Norte,2/8/2023,Marketing,1697
Cali,Norte,2/28/2023,Marketing,2201
Cali,Centro,2/28/2023,Tecnologia,1731
Cali,Centro,2/5/2023,Tecnologia,1040
Cali,Centro,2/4/2023,Tecnologia,2727
Cali,Centro,2/27/2023,Tecnologia,1501
Cali,Centro,2/17/2023,Servicios,2224
Cali,Centro,2/1/2023,Servicios,2747
Cali,Centro,2/13/2023,Servicios,1731
Cali,Centro,2/16/2023,Servicios,1924
Cali,Centro,2/13/2023,Mano de Obra,2581
Cali,Centro,2/3/2023,Mano de Obra,2276
Cali,Centro,2/6/2023,Mano de Obra,2617
Cali,Centro,2/19/2023,Mano de Obra,1255
Cali,Centro,2/5/2023,Logistica,2838
Cali,Centro,2/25/2023,Logistica,1449
Cali,Centro,2/10/2023,Logistica,1823
Cali,Centro,2/18/2023,Logistica,2274
Cali,Centro,2/13/2023,Mantenimiento,2028
Cali,Centro,2/23/2023,Mantenimiento,2015
Cali,Centro,2/1/2023,Mantenimiento,1373
Cali,Centro,2/1/2023,Mantenimiento,1145
Cali,Centro,2/15/2023,Marketing,1176
Cali,Centro,2/11/2023,Marketing,1852
Cali,Centro,2/26/2023,Marketing,1062
Cali,Centro,2/25/2023,Marketing,2877
Cali,Sur,2/27/2023,Tecnologia,1794
Cali,Sur,2/17/2023,Tecnologia,2484
Cali,Sur,2/1/2023,Tecnologia,2633
Cali,Sur,2/9/2023,Tecnologia,2122
Cali,Sur,2/1/2023,Servicios,1404
Cali,Sur,2/16/2023,Servicios,1822
Cali,Sur,2/6/2023,Servicios,1475
Cali,Sur,2/17/2023,Servicios,1708
Cali,Sur,2/5/2023,Mano de Obra,2893
Cali,Sur,2/3/2023,Mano de Obra,2460
Cali,Sur,2/23/2023,Mano de Obra,1996
Cali,Sur,2/21/2023,Mano de Obra,1676
Cali,Sur,2/10/2023,Logistica,2481
Cali,Sur,2/19/2023,Logistica,2168
Cali,Sur,2/21/2023,Logistica,2101
Cali,Sur,2/9/2023,Logistica,2901
Cali,Sur,2/1/2023,Mantenimiento,1050
Cali,Sur,2/13/2023,Mantenimiento,1716
Cali,Sur,2/4/2023,Mantenimiento,2469
Cali,Sur,2/1/2023,Mantenimiento,1880
Cali,Sur,2/8/2023,Marketing,2823
Cali,Sur,2/2/2023,Marketing,2371
Cali,Sur,2/8/2023,Marketing,2574
Cali,Sur,2/26/2023,Marketing,1249
Barranquilla,Norte,2/2/2023,Tecnologia,1437
Barranquilla,Norte,2/22/2023,Tecnologia,1770
Barranquilla,Norte,2/27/2023,Tecnologia,2329
Barranquilla,Norte,2/12/2023,Tecnologia,2984
Barranquilla,Norte,2/22/2023,Servicios,1235
Barranquilla,Norte,2/5/2023,Servicios,1989
Barranquilla,Norte,2/27/2023,Servicios,2848
Barranquilla,Norte,2/17/2023,Servicios,1623
Barranquilla,Norte,2/15/2023,Mano de Obra,1918
Barranquilla,Norte,2/15/2023,Mano de Obra,2252
Barranquilla,Norte,2/21/2023,Mano de Obra,2933
Barranquilla,Norte,2/2/2023,Mano de Obra,1074
Barranquilla,Norte,2/19/2023,Logistica,1102
Barranquilla,Norte,2/6/2023,Logistica,2727
Barranquilla,Norte,2/28/2023,Logistica,1737
Barranquilla,Norte,2/6/2023,Logistica,2329
Barranquilla,Norte,2/2/2023,Mantenimiento,2873
Barranquilla,Norte,2/15/2023,Mantenimiento,1858
Barranquilla,Norte,2/19/2023,Mantenimiento,1446
Barranquilla,Norte,2/2/2023,Mantenimiento,2331
Barranquilla,Norte,2/25/2023,Marketing,1165
Barranquilla,Norte,2/1/2023,Marketing,1983
Barranquilla,Norte,2/15/2023,Marketing,2019
Barranquilla,Norte,2/23/2023,Marketing,2129
Barranquilla,Centro,2/19/2023,Tecnologia,1080
Barranquilla,Centro,2/5/2023,Tecnologia,1796
Barranquilla,Centro,2/4/2023,Tecnologia,1137
Barranquilla,Centro,2/24/2023,Tecnologia,2424
Barranquilla,Centro,2/10/2023,Servicios,1784
Barranquilla,Centro,2/28/2023,Servicios,2875
Barranquilla,Centro,2/24/2023,Servicios,1068
Barranquilla,Centro,2/2/2023,Servicios,2797
Barranquilla,Centro,2/21/2023,Mano de Obra,2473
Barranquilla,Centro,2/13/2023,Mano de Obra,1125
Barranquilla,Centro,2/11/2023,Mano de Obra,1042
Barranquilla,Centro,2/16/2023,Mano de Obra,2994
Barranquilla,Centro,2/19/2023,Logistica,1110
Barranquilla,Centro,2/25/2023,Logistica,2686
Barranquilla,Centro,2/23/2023,Logistica,1847
Barranquilla,Centro,2/11/2023,Logistica,2397
Barranquilla,Centro,2/16/2023,Mantenimiento,2543
Barranquilla,Centro,2/4/2023,Mantenimiento,1359
Barranquilla,Centro,2/4/2023,Mantenimiento,2719
